"Adres";"Adres za NATem";"Adres NAT";"Opis1";"Opis2";"Opis3";"Opis4";"Opis5"
"10.60.4.159/32";"Nie";"";"fw-fuw-tech standby ";"";"";"";""
"10.60.4.160/32";"Nie";"";"fw-fuw-tech active";"";"";"";""
"10.60.4.177/32";"Nie";"";"Gateway to InterConnect";"";"";"";""
"172.16.0.162/32";"Nie";"";"cbsg-sw-war03 (msfc-cbsg-sw-war03)";"";"";"";""
"172.16.0.163/32";"Nie";"";"cbsg-sw-war04 (msfc-cbsg-sw-war04)";"";"";"";""
"172.16.0.161/32";"Nie";"";"HSRP of the above";"";"";"";""
"172.16.0.174/32";"Nie";"";"Gateway to Antyspam system for traffic from users";"";"";"";""
"172.16.0.178/32";"Nie";"";"cbsg-sw-war03 (msfc-cbsg-sw-war03)";"";"";"";""
"172.16.0.179/32";"Nie";"";"cbsg-sw-war04 (msfc-cbsg-sw-war04)";"";"";"";""
"172.16.0.177/32";"Nie";"";"HSRP of the above";"";"";"";""
"172.16.0.190/32";"Nie";"";"Gateway to Antyspam system for traffic to users";"";"";"";""
"172.16.6.1/32";"Nie";"";"ace-osn-kaz alias";"";"";"";""
"172.16.6.2/32";"Nie";"";"ace-osn-kaz-cbsg-sw-war03";"";"";"";""
"172.16.6.3/32";"Nie";"";"ace-osn-kaz-cbsg-sw-war04";"";"";"";""
"172.16.6.65/32";"Nie";"";"ace-osn-kaz alias";"";"";"";""
"172.16.6.66/32";"Nie";"";"ace-osn-kaz-cbsg-sw-war03";"";"";"";""
"172.16.6.67/32";"Nie";"";"ace-osn-kaz-cbsg-sw-war04";"";"";"";""
"172.16.6.129/32";"Nie";"";"ace-osn-kaz alias";"";"";"";""
"172.16.6.130/32";"Nie";"";"ace-osn-kaz-cbsg-sw-war03";"";"";"";""
"172.16.6.131/32";"Nie";"";"ace-osn-kaz-cbsg-sw-war04";"";"";"";""
"172.16.6.193/32";"Nie";"";"ace-osn-kaz alias";"";"";"";""
"172.16.6.194/32";"Nie";"";"ace-osn-kaz-cbsg-sw-war03";"";"";"";""
"172.16.6.195/32";"Nie";"";"ace-osn-kaz-cbsg-sw-war04";"";"";"";""
"10.16.224.39/32";"Nie";"";"bp-c6k-war05";"";"";"";""
"10.16.224.40/32";"Nie";"";"bp-c6k-war06";"";"";"";""
"10.16.224.44/32";"Nie";"";"bp-c6k-hsrp-group212";"";"";"";""
"10.16.224.41/32";"Nie";"";"bp-c6k-hsrp-group213";"";"";"";""
"10.16.224.45/32";"Nie";"";"fw-csg-gprs standby";"";"";"";""
"10.16.224.46/32";"Nie";"";"fw-csg-gprs active";"";"";"";""
"10.16.224.52/32";"Nie";"";"bp-c6k-war05";"";"";"";""
"10.16.224.53/32";"Nie";"";"bp-c6k-war06";"";"";"";""
"10.16.224.50/32";"Nie";"";"bp-c6k-war05";"";"";"";""
"10.16.224.49/32";"Nie";"";"bb-sw-war07";"";"";"";""
"10.16.224.54/32";"Nie";"";"bp-c6k-war06";"";"";"";""
"10.16.224.65/32";"Nie";"";"rsp-bp05";"";"";"";""
"10.16.224.66/32";"Nie";"";"rsp-bp06";"";"";"";""
"10.16.224.67/32";"Nie";"";"rsp-bp-hsrp ";"";"";"";""
"10.16.224.77/32";"Nie";"";"fw-bp-gprs-kal standby ";"";"";"";""
"10.16.224.78/32";"Nie";"";"fw-bp-gprs-kal active";"";"";"";""
"10.16.224.99/32";"Nie";"";"csg2-kal02";"";"";"";""
"10.16.224.101/32";"Nie";"";"csg2-kal03";"";"";"";""
"10.16.224.98/32";"Nie";"";"csg2-kal01-proxy-radius";"";"";"";""
"10.16.224.100/32";"Nie";"";"csg2-kal02-proxy-radius";"";"";"";""
"10.16.224.102/32";"Nie";"";"csg2-kal03-proxy-radius";"";"";"";""
"10.16.224.124/32";"Nie";"";"rsp-bp05";"";"";"";""
"10.16.224.125/32";"Nie";"";"rsp-bp06";"";"";"";""
"10.16.224.126/32";"Nie";"";"rsp-bp-hsrp";"";"";"";""
"10.16.224.193/32";"Nie";"";"csg2-kal10";"";"";"";""
"10.16.224.195/32";"Nie";"";"csg2-kal11";"";"";"";""
"10.16.224.197/32";"Nie";"";"csg2-kal12";"";"";"";""
"10.16.224.220/32";"Nie";"";"ace-fwlb-kal-active";"";"";"";""
"10.16.224.221/32";"Nie";"";"ace-fwlb-kal-standby";"";"";"";""
"10.16.224.222/32";"Nie";"";"ace-fwlb-kal-alias";"";"";"";""
"10.16.224.57/32";"Nie";"";"bp-sw-war05";"";"";"";""
"10.16.224.58/32";"Nie";"";"bp-sw-war06";"";"";"";""
"10.16.224.129/32";"Nie";"";"csg2-kal10";"";"";"";""
"10.16.224.131/32";"Nie";"";"csg2-kal11";"";"";"";""
"10.16.224.133/32";"Nie";"";"csg2-kal12";"";"";"";""
"10.16.224.130/32";"Nie";"";"csg2-kal01-proxy-radius";"";"";"";""
"10.16.224.132/32";"Nie";"";"csg2-kal02-proxy-radius";"";"";"";""
"10.16.224.134/32";"Nie";"";"csg2-kal03-proxy-radius";"";"";"";""
"10.16.224.156/32";"Nie";"";"rsp-bp05";"";"";"";""
"10.16.224.157/32";"Nie";"";"rsp-bp06";"";"";"";""
"10.16.224.158/32";"Nie";"";"rsp-bp-hsrp";"";"";"";""
"10.16.224.227/32";"Nie";"";"csg2-kal11";"";"";"";""
"10.16.224.229/32";"Nie";"";"csg2-kal12";"";"";"";""
"10.16.224.252/32";"Nie";"";"ace-fwlb-kal-active";"";"";"";""
"10.16.224.253/32";"Nie";"";"ace-fwlb-kal-standby";"";"";"";""
"10.16.224.254/32";"Nie";"";"ace-fwlb-kal-alias";"";"";"";""
"10.16.225.1/32";"Nie";"";"csg2-kal01";"";"";"";""
"10.16.225.3/32";"Nie";"";"csg2-kal02";"";"";"";""
"10.16.225.5/32";"Nie";"";"csg2-kal03";"";"";"";""
"10.16.225.29/32";"Nie";"";"fw-csg-fuw-kal standby ";"";"";"";""
"10.16.225.30/32";"Nie";"";"fw-csg-fuw-kal active";"";"";"";""
"10.16.225.33/32";"Nie";"";"csg2-kal10";"";"";"";""
"10.16.225.35/32";"Nie";"";"csg2-kal11";"";"";"";""
"10.16.225.37/32";"Nie";"";"csg2-kal12";"";"";"";""
"10.16.225.61/32";"Nie";"";"fw-csg-fuw-kal standby ";"";"";"";""
"10.16.225.62/32";"Nie";"";"fw-csg-fuw-kal active";"";"";"";""
"10.16.224.183/32";"Nie";"";"ace-fwlb-kal-active";"";"";"";""
"10.16.224.184/32";"Nie";"";"ace-fwlb-kal-standby";"";"";"";""
"10.16.224.185/32";"Nie";"";"ace-fwlb-kal-alias";"";"";"";""
"10.16.225.188/32";"Nie";"";"cbsg-sw-war05";"";"";"";""
"10.16.225.189/32";"Nie";"";"cbsg-sw-war06";"";"";"";""
"10.16.225.193/32";"Nie";"";"cbsg-sw-war05 (msfc-cbsg-sw-war03)";"";"";"";""
"10.16.225.194/32";"Nie";"";"cbsg-sw-war06 (msfc-cbsg-sw-war04)";"";"";"";""
"10.16.225.195/32";"Nie";"";"HSRP of the above";"";"";"";""
"10.16.225.220/32";"Nie";"";"ace-osn-kal-cbsg-sw-war05";"";"";"";""
"10.16.225.221/32";"Nie";"";"ace-osn-kal-cbsg-sw-war06";"";"";"";""
"10.16.225.222/32";"Nie";"";"ace-osn-kal-alias (Virtual address for OSN cluster)";"";"";"";""
"10.16.225.226/32";"Nie";"";"cbsg-sw-war05";"";"";"";""
"10.16.225.227/32";"Nie";"";"cbsg-sw-war06";"";"";"";""
"10.16.225.225/32";"Nie";"";"HSRP of the above";"";"";"";""
"10.16.225.252/32";"Nie";"";"ace-osn1-kal-active";"";"";"";""
"10.16.225.253/32";"Nie";"";"ace-osn1-kal-standby";"";"";"";""
"10.16.225.254/32";"Nie";"";"ace-osn1-kal-alias";"";"";"";""
"10.16.226.245/32";"Nie";"";"Loopback 0 of cbsg-sw-war05";"";"";"";""
"10.16.226.246/32";"Nie";"";"Loopback 0 of cbsg-sw-war06";"";"";"";""
"10.16.227.60/32";"Nie";"";"msfc-fuw-sw-war05";"";"";"";""
"10.16.227.61/32";"Nie";"";"msfc-fuw-sw-war06";"";"";"";""
"10.16.227.62/32";"Nie";"";"msfc-fuw-hsrp (default gateway  for hosts in this VLAN)";"";"";"";""
"10.16.227.71/32";"Nie";"";"cbsg-car-5-alias";"";"";"";""
"10.16.227.72/32";"Nie";"";"cbsg-car-5-net0 (on board)";"";"";"";""
"10.16.227.73/32";"Nie";"";"cbsg-car-5-pci";"";"";"";""
"10.16.227.74/32";"Nie";"";"cbsg-car-6-alias";"";"";"";""
"172.18.197.132/30";"Nie";"";"";"";"";"";""
"10.16.227.75/32";"Nie";"";"cbsg-car-6-net0 (on board)";"";"";"";""
"10.16.227.76/32";"Nie";"";"cbsg-car-6-pci";"";"";"";""
"10.16.227.124/32";"Nie";"";"fuw-sw-war05";"";"";"";""
"10.16.227.125/32";"Nie";"";"fuw-sw-war06";"";"";"";""
"10.16.227.126/32";"Nie";"";"HSRP address of the above (default gateway)";"";"";"";""
"10.16.227.221/32";"Nie";"";"fw-fuw-tech-kal-standby";"";"";"";""
"10.16.227.222/32";"Nie";"";"fw-fuw-tech-kal-active";"";"";"";""
"10.16.227.234/32";"Nie";"";"msfc-fuw-sw-war05";"";"";"";""
"10.16.227.235/32";"Nie";"";"msfc-fuw-sw-war06";"";"";"";""
"10.16.227.236/32";"Nie";"";"msfc-fuw-hsrp ";"";"";"";""
"10.16.227.237/32";"Nie";"";"fw-fuw-tech-kal standby ";"";"";"";""
"10.16.227.238/32";"Nie";"";"fw-fuw-tech-kal active";"";"";"";""
"10.16.205.149/32";"Nie";"";"Vlan349 msfc-fuw-sw-war05";"";"";"";""
"10.16.205.150/32";"Nie";"";"Vlan349 msfc-fuw-sw-war06";"";"";"";""
"172.16.26.1/32";"Nie";"";"bp-c7k-war01-old  to be removed";"";"";"";""
"172.16.26.2/32";"Nie";"";"bp-c7k-war02-old  to be removed";"";"";"";""
"172.16.25.129/32";"Nie";"";"BBSWITCH-WAR03";"";"";"";""
"172.16.26.3/32";"Nie";"";"bp-c6k1-new";"";"";"";""
"172.16.26.4/32";"Nie";"";"bp-c6k2-new";"";"";"";""
"172.16.26.65/32";"Nie";"";"bp-c7k-war01-old to be removed";"";"";"";""
"172.16.26.66/32";"Nie";"";"bp-c7k-war02-old to be removed";"";"";"";""
"172.16.26.67/32";"Nie";"";"bp-c6k1-new";"";"";"";""
"172.16.26.68/32";"Nie";"";"bp-c6k2-new";"";"";"";""
"172.16.27.29/32";"Nie";"";"bp-c6k-war03";"";"";"";""
"172.16.27.30/32";"Nie";"";"bp-c6k-war04";"";"";"";""
"172.16.27.61/32";"Nie";"";"bp-c6k-war03";"";"";"";""
"172.16.27.62/32";"Nie";"";"bp-c6k-war04";"";"";"";""
"172.16.31.30/32";"Nie";"";"fw-tb-gprs";"";"";"";""
"10.60.4.235/32";"Nie";"";"fw-vas03";"";"";"";""
"10.60.4.236/32";"Nie";"";"fw-vas04";"";"";"";""
"10.60.4.237/32";"Nie";"";"VRRP of above";"";"";"";""
"10.60.4.209/32";"Nie";"";"fwps-war01";"";"";"";""
"10.60.4.210/32";"Nie";"";"fwps-war02";"";"";"";""
"10.60.4.211/32";"Nie";"";"VRRP of above";"";"";"";""
"10.60.4.165/32";"Nie";"";"fw-ums01";"";"";"";""
"10.60.4.166/32";"Nie";"";"fw-ums02";"";"";"";""
"10.60.4.168/32";"Nie";"";"VRRP of above";"";"";"";""
"10.60.4.175/32";"Nie";"";"fwvas-warka01";"";"";"";""
"10.60.4.176/32";"Nie";"";"fwvas-warka02";"";"";"";""
"10.60.4.171/32";"Nie";"";"fw-nms01";"";"";"";""
"10.60.4.172/32";"Nie";"";"fw-nms02";"";"";"";""
"10.60.4.173/32";"Nie";"";"VRRP of above";"";"";"";""
"10.60.4.231/32";"Nie";"";"jacek";"";"";"";""
"10.60.4.232/32";"Nie";"";"placek";"";"";"";""
"10.60.4.233/32";"Nie";"";"VRRP of above";"";"";"";""
"10.60.4.161/32";"Nie";"";"fw-cmx01";"";"";"";""
"10.60.4.162/32";"Nie";"";"fw-cmx02";"";"";"";""
"10.60.4.164/32";"Nie";"";"VRRP of above";"";"";"";""
"10.60.4.201/32";"Nie";"";"fwe-war01";"";"";"";""
"10.60.4.202/32";"Nie";"";"fwe-war02";"";"";"";""
"10.60.4.203/32";"Nie";"";"VRRP of above";"";"";"";""
"10.60.4.154/32";"Nie";"";"fuw-sw-mvne-war01";"";"";"";""
"10.60.4.178/32";"Nie";"";"fuw-sw-mvne-war02";"";"";"";""
"10.60.4.179/32";"Nie";"";"HSRP of the above";"";"";"";""
"10.60.4.133/32";"Nie";"";"fuw-sw-war05";"";"";"";""
"10.60.4.134/32";"Nie";"";"fuw-sw-war06";"";"";"";""
"10.60.4.135/32";"Nie";"";"HSRP of the above";"";"";"";""
"10.60.4.25/32";"Nie";"";"DINO";"";"";"";""
"10.60.4.35/32";"Nie";"";"LINK";"";"";"";""
"172.18.192.131/32";"Nie";"";" r3845-ps-war01 HSRP";"";"";"";""
"172.18.192.158/32";"Nie";"";" FWI";"";"";"";""
"172.18.192.152/32";"Nie";"";"FWPS";"";"";"";""
"172.18.192.136/32";"Nie";"";"FWBG";"";"";"";""
"172.18.192.155/32";"Nie";"";"FWE Gi CORPO";"";"";"";""
"172.18.192.225/32";"Nie";"";"R3845-ps-war01";"";"";"";""
"172.18.192.161/32";"Nie";"";"R3845-ps-war01 Gi_CORPO";"";"";"";""
"172.18.192.129/32";"Nie";"";"R3845-ps-war01 Gi_CORPO";"";"";"";""
"172.18.242.5/32";"Nie";"";"R3640-ps-WAR";"";"";"";""
"172.18.242.9/32";"Nie";"";"R2650-ps-WAR";"";"";"";""
"172.18.242.11/32";"Nie";"";"sw-ps-WAR";"";"";"";""
"172.18.242.16/32";"Nie";"";"r7200-ps-war02";"";"";"";""
"172.18.242.17/32";"Nie";"";"r7200-ps-war03";"";"";"";""
"172.18.242.25/32";"Nie";"";"r7200-ps-war04";"";"";"";""
"172.18.242.23/32";"Nie";"";"r7200-ps-war05";"";"";"";""
"172.18.242.31/32";"Nie";"";"r7200-ps-war06";"";"";"";""
"172.18.242.10/32";"Nie";"";"r7200-ps-war";"";"";"";""
"172.18.242.12/32";"Nie";"";"r7200-ps-war";"";"";"";""
"172.18.242.20/32";"Nie";"";"r7200-ps-war";"";"";"";""
"172.18.242.29/32";"Nie";"";"r7200-ps-war";"";"";"";""
"172.16.26.129/32";"Nie";"";"BBSWITCH-WAR04";"";"";"";""
"172.18.242.30/32";"Nie";"";"r7200-ps-war";"";"";"";""
"172.18.242.32/32";"Nie";"";"r7200-ps-war";"";"";"";""
"172.18.242.28/32";"Nie";"";"R2650-PS-WAR";"";"";"";""
"172.18.242.27/32";"Nie";"";"R2650-PS-WAR";"";"";"";""
"172.18.242.35/32";"Nie";"";"AS-PS-WAR";"";"";"";""
"172.18.242.58/32";"Nie";"";"r3845-ps-war01";"";"";"";""
"10.16.203.3/32";"Nie";"";"fuw-appl-war01";"";"";"";""
"10.16.203.6/32";"Nie";"";"fuw-appl-war02";"";"";"";""
"10.16.203.147/32";"Nie";"";"Alteon VRRP";"";"";"";""
"10.16.203.148/32";"Nie";"";"Alteon";"";"";"";""
"10.16.203.218/32";"Nie";"";"PTI router";"";"";"";""
"10.16.203.220/32";"Nie";"";"PTI router";"";"";"";""
"10.16.204.138/32";"Nie";"";"PTI router";"";"";"";""
"10.16.204.139/32";"Nie";"";"PTI router";"";"";"";""
"10.16.204.140/32";"Nie";"";"PTI router";"";"";"";""
"10.16.213.190/32";"Nie";"";"hsrp of the above";"";"";"";""
"10.16.225.190/32";"Nie";"";"hsrp of the above";"";"";"";""
"10.16.227.6/32";"Nie";"";"fuw-appl-war06";"";"";"";""
"172.18.242.1/32";"Nie";"";"R7200-ps-WAR";"";"";"";""
"172.18.242.2/32";"Nie";"";"AS-ps-WAR";"";"";"";""
"172.18.242.3/32";"Nie";"";"R7200-ps-war02";"";"";"";""
"172.18.242.6/32";"Nie";"";"R3640-ps-war02";"";"";"";""
"172.18.242.21/32";"Nie";"";"sw-ps-war02";"";"";"";""
"10.16.214.204/32";"Nie";"";"cbsg-db-4-1";"";"";"";""
"10.16.203.219/32";"Nie";"";"PTI router";"";"";"";""
"10.11.171.176/28";"Nie";"";"AEPONA Kazimierzowska SIAB-backup";"";"";"";""
"192.168.234.144/28";"Nie";"";"SMSC5 vlan5 mgmt";"";"";"";""
"192.168.234.192/28";"Nie";"";"SMSC5 vlan8 mgmt";"";"";"";""
"192.168.234.176/28";"Nie";"";"SMSC5 vlan7 mgmt";"";"";"";""
"192.168.234.160/28";"Nie";"";"SMSC5 vlan6 mgmt";"";"";"";""
"172.16.116.0/22";"Nie";"";"DCB Katowice";"";"";"";""
"172.16.112.0/22";"Nie";"";"DCB Poznan";"";"";"";""
"172.16.120.0/22";"Nie";"";"DCB Gdansk";"";"";"";""
"10.16.215.6/32";"Nie";"";"fuwapp4";"Kołbuś Mariusz";"";"";""
"10.16.215.3/32";"Nie";"";"fuwidcb1-kaz";"Kołbuś Mariusz";"";"";""
"10.16.227.3/32";"Nie";"";"fuwidcb1-kal";"Kołbuś Mariusz";"";"";""
"172.21.14.248/29";"Nie";"";"NT-HLR";"CE-FW Interconnect";"";"";""
"172.21.14.240/29";"Nie";"";"NT-HLR";"CE-FW Interconnect";"";"";""
"172.21.46.240/29";"Nie";"";"NT-HLR KAT";"CE-PE links";"VRF App";"";""
"172.21.46.248/29";"Nie";"";"NT-HLR KAT";"CE-PE links";"VRF DB";"";""
"172.21.94.240/29";"Nie";"";"NT-HLR POZ";"CE-PE links";"VRF App";"";""
"172.21.94.248/29";"Nie";"";"NT-HLR POZ";"CE-PE links";"VRF DB";"";""
"172.18.195.0/24";"Nie";"";"";"";"";"";""
"172.18.195.224/27";"Nie";"";"";"";"";"";""
"172.18.195.0/27";"Nie";"";"Gi1_korpo ";"Kazimierzowska";"";"";""
"172.18.195.32/27";"Nie";"";"Gi2_korpo ";"Kazimierzowska";"";"";""
"172.18.195.64/27";"Nie";"";"Gi3_korpo ";"Kazimierzowska";"";"";""
"172.18.195.96/27";"Nie";"";"Gi4_korpo ";"Kazimierzowska";"";"";""
"172.18.195.128/27";"Nie";"";"Gi5_korpo ";"Kazimierzowska";"";"";""
"172.18.195.160/27";"Nie";"";"Gi6_korpo ";"Kazimierzowska";"";"";""
"172.18.195.192/27";"Nie";"";"Gi7_korpo ";"Kazimierzowska";"";"";""
"172.18.197.28/30";"Nie";"";"";"";"";"";""
"172.18.197.32/30";"Nie";"";"";"";"";"";""
"172.18.197.36/30";"Nie";"";"";"";"";"";""
"172.16.128.0/24";"Nie";"";"Gi over IP/MPLS TP WAN ";"";"";"";""
"172.18.197.40/30";"Nie";"";"";"";"";"";""
"172.18.197.44/30";"Nie";"";"";"";"";"";""
"10.11.184.240/28";"Nie";"";"NGN OTA WAN network KEN";"";"";"";""
"172.16.82.0/25";"Nie";"";"BBSWITCH<->CBSG SERVICE Kazimierzowska MMS";"";"";"";""
"172.16.88.0/24";"Nie";"";"MMS/MIG  -- BBSWITCH<->CBSG";"";"";"";""
"172.20.0.0/24";"Nie";"";"STPWA";"";"";"";""
"172.20.1.0/24";"Nie";"";"STPWA";"";"";"";""
"172.20.2.0/25";"Nie";"";"SCP-MVNE";"";"";"";""
"172.20.2.128/25";"Nie";"";"SCP-TP";"";"";"";""
"172.20.3.128/25";"Nie";"";"NGN-IVR-TB-SIG1 Kazimierzowska";"";"";"";""
"172.20.3.0/25";"Nie";"";"PGW Kazimierzowska";"";"";"";""
"172.20.4.0/25";"Nie";"";"MSS-TES01 SCTP1";"";"";"";""
"172.20.4.128/27";"Nie";"";"MGW-TES01 SCTP1";"";"";"";""
"172.20.4.240/30";"Nie";"";"BSC-Huawai-TB CP1";"";"";"";""
"172.20.5.0/25";"Nie";"";"MSS-WAR01 SCTP1";"";"";"";""
"172.20.5.128/27";"Nie";"";"MGW-WAR04 SCTP1";"";"";"";""
"172.20.6.0/25";"Nie";"";"MSS-WAR02 SCTP1";"";"";"";""
"172.20.6.128/27";"Nie";"";"MGW-WAR03 SCTP1";"";"";"";""
"172.20.8.0/28";"Nie";"";"CDS-WAR01 SCTP1";"";"";"";""
"172.30.0.0/16";"Nie";"";"APN NG10";"";"";"";""
"172.18.196.0/24";"Nie";"";"sieci na NG10 i SRX";"";"";"";""
"172.18.196.128/27";"Nie";"";"";"";"";"";""
"172.18.196.160/27";"Nie";"";"";"";"";"";""
"172.18.196.0/27";"Nie";"";"siec NG10 BBSW";"";"";"";""
"172.18.196.32/27";"Nie";"";"core BBSW";"";"";"";""
"172.18.196.64/27";"Nie";"";"siec SRX";"";"";"";""
"172.18.196.224/27";"Nie";"";"loopbacks NG10 SRX";"";"";"";""
"172.16.40.0/24";"Nie";"";"Gn Poznań GGSN-POZ";"";"";"";""
"172.16.40.128/28";"Nie";"";"";"";"";"";""
"172.16.40.144/28";"Nie";"";"";"";"";"";""
"172.16.40.160/28";"Nie";"";"";"";"";"";""
"172.16.40.176/28";"Nie";"";"";"";"";"";""
"172.16.40.192/28";"Nie";"";"";"";"";"";""
"172.16.40.208/28";"Nie";"";"";"";"";"";""
"172.16.40.224/28";"Nie";"";"";"";"";"";""
"172.16.40.240/28";"Nie";"";"";"";"";"";""
"172.16.40.0/28";"Nie";"";"Gn1 -ggsn-poz01-isn";"";"";"";""
"172.16.40.16/28";"Nie";"";"Gn2 -ggsn-poz01-isn";"";"";"";""
"172.16.40.32/28";"Nie";"";"Gn3 -ggsn-poz01-isn";"";"";"";""
"172.16.40.48/28";"Nie";"";"Gn4 -ggsn-poz01-isn";"";"";"";""
"172.16.40.64/28";"Nie";"";"Gn5 -ggsn-poz01-isn";"";"";"";""
"172.16.40.80/28";"Nie";"";"Gn6 -ggsn-poz01-isn";"";"";"";""
"172.16.40.96/28";"Nie";"";"Gn7 -ggsn-poz01-isn";"";"";"";""
"172.16.40.112/28";"Nie";"";"Ga -ggsn-poz01-isn";"";"";"";""
"172.16.41.0/24";"Nie";"";"Gi Poznan";"";"";"";""
"172.16.41.32/28";"Nie";"";"Gi3 - ggsn-poz01-isn";"vrf do Warszawy";"";"";""
"172.16.41.48/28";"Nie";"";"Gi4 - ggsn-poz01-isn";"vrf do Warszawy";"";"";""
"172.16.41.64/28";"Nie";"";"Gi5 - ggsn-poz01-isn";"vrf do Warszawy";"";"";""
"172.16.41.80/28";"Nie";"";"Gi6 - ggsn-poz01-isn";"vrf do Warszawy";"";"";""
"172.16.41.96/28";"Nie";"";"Gi7 - ggsn-poz01-isn";"vrf do Warszawy";"";"";""
"172.16.41.128/28";"Nie";"";"Gi1 - ggsn-poz01-isn";"";"";"";""
"172.16.41.144/28";"Nie";"";"Gi2 - ggsn-poz01-isn";"";"";"";""
"172.18.196.96/27";"Nie";"";"zone NAT44";"";"";"";""
"172.18.196.128/26";"Nie";"";"sieci NAT44";"";"";"";""
"172.16.41.160/28";"Nie";"";"Gi3 - ggsn-poz01-isn";"";"";"";""
"172.16.41.176/28";"Nie";"";"Gi4 - ggsn-poz01-isn";"";"";"";""
"172.16.41.192/28";"Nie";"";"Gi5 - ggsn-poz01-isn";"";"";"";""
"172.16.41.208/28";"Nie";"";"Gi6 - ggsn-poz01-isn";"";"";"";""
"172.16.41.224/28";"Nie";"";"Gi7 - ggsn-poz01-isn";"";"";"";""
"172.29.0.0/16";"Nie";"";"ASR_LAB_KAZ";"internet APN NAT";"";"";""
"172.16.41.240/28";"Nie";"";"Gi loopbacks";"";"";"";""
"172.16.41.112/28";"Nie";"";"Gi loopbacks";"vrf do Warszawy";"";"";""
"172.18.197.48/30";"Nie";"";"";"";"";"";""
"172.18.197.52/30";"Nie";"";"";"";"";"";""
"172.18.197.56/30";"Nie";"";"";"";"";"";""
"172.18.197.60/30";"Nie";"";"";"";"";"";""
"172.18.197.64/30";"Nie";"";"";"";"";"";""
"172.18.197.68/30";"Nie";"";"";"";"";"";""
"172.18.197.72/30";"Nie";"";"";"";"";"";""
"172.18.197.76/30";"Nie";"";"";"";"";"";""
"172.18.197.80/30";"Nie";"";"";"";"";"";""
"172.18.197.84/30";"Nie";"";"";"";"";"";""
"172.18.197.88/30";"Nie";"";"";"";"";"";""
"172.18.197.92/30";"Nie";"";"";"";"";"";""
"172.18.197.96/30";"Nie";"";"";"";"";"";""
"172.18.197.100/30";"Nie";"";"";"";"";"";""
"172.18.197.104/30";"Nie";"";"";"";"";"";""
"172.18.197.108/30";"Nie";"";"";"";"";"";""
"192.168.240.0/20";"Nie";"";"zakres NMS";"!!!! podzakresy wpisywac do bazy NMS !!!!";"";"";""
"10.10.0.0/16";"Nie";"";"zakres NMS";"!!!! podzakresy wpisywac do bazy NMS !!!! ";"";"";""
"172.18.197.112/30";"Nie";"";"";"";"";"";""
"172.18.197.116/30";"Nie";"";"";"";"";"";""
"172.18.197.120/30";"Nie";"";"";"";"";"";""
"172.18.197.124/30";"Nie";"";"";"";"";"";""
"172.18.197.128/30";"Nie";"";"";"";"";"";""
"172.18.197.136/30";"Nie";"";"";"";"";"";""
"172.18.197.140/30";"Nie";"";"";"";"";"";""
"172.18.197.144/30";"Nie";"";"";"";"";"";""
"172.18.197.148/30";"Nie";"";"";"";"";"";""
"172.18.197.152/30";"Nie";"";"";"";"";"";""
"172.18.197.156/30";"Nie";"";"";"";"";"";""
"172.18.197.160/30";"Nie";"";"";"";"";"";""
"172.18.197.164/30";"Nie";"";"";"";"";"";""
"172.18.197.168/30";"Nie";"";"";"";"";"";""
"172.18.197.172/30";"Nie";"";"";"";"";"";""
"172.18.197.176/30";"Nie";"";"";"";"";"";""
"172.18.197.180/30";"Nie";"";"";"";"";"";""
"172.18.197.184/30";"Nie";"";"";"";"";"";""
"172.18.197.188/30";"Nie";"";"";"";"";"";""
"172.18.197.192/30";"Nie";"";"";"";"";"";""
"172.18.197.196/30";"Nie";"";"";"";"";"";""
"172.18.197.200/30";"Nie";"";"";"";"";"";""
"172.18.197.204/30";"Nie";"";"";"";"";"";""
"172.18.197.208/30";"Nie";"";"";"";"";"";""
"172.18.197.212/30";"Nie";"";"";"";"";"";""
"172.18.197.216/30";"Nie";"";"";"";"";"";""
"172.18.197.220/30";"Nie";"";"";"";"";"";""
"172.18.197.224/30";"Nie";"";"";"";"";"";""
"172.18.197.228/30";"Nie";"";"";"";"";"";""
"172.18.197.232/30";"Nie";"";"";"";"";"";""
"172.18.197.236/30";"Nie";"";"";"";"";"";""
"172.18.197.240/30";"Nie";"";"";"";"";"";""
"172.18.197.244/30";"Nie";"";"";"";"";"";""
"172.18.197.248/30";"Nie";"";"";"";"";"";""
"172.18.197.252/30";"Nie";"";"";"";"";"";""
"172.18.198.0/24";"Nie";"";"VRF GRX BBSWITCH";"";"";"";""
"126.198.128.4/32";"Tak";"10.11.145.23/32";"archeo_NAT";"";"";"";""
"126.198.128.12/32";"Tak";"10.192.32.17/32";"SSAS6";"";"";"";""
"172.18.204.4/30";"Nie";"";"";"";"";"";""
"172.18.204.8/30";"Nie";"";"";"";"";"";""
"172.18.204.12/30";"Nie";"";"";"";"";"";""
"172.18.204.16/30";"Nie";"";"";"";"";"";""
"172.18.204.20/30";"Nie";"";"";"";"";"";""
"172.18.204.24/30";"Nie";"";"";"";"";"";""
"172.18.204.28/30";"Nie";"";"";"";"";"";""
"172.18.204.32/30";"Nie";"";"";"";"";"";""
"172.18.204.36/30";"Nie";"";"";"";"";"";""
"172.18.204.40/30";"Nie";"";"";"";"";"";""
"172.18.204.44/30";"Nie";"";"";"";"";"";""
"172.18.204.48/30";"Nie";"";"";"";"";"";""
"172.18.204.52/30";"Nie";"";"";"";"";"";""
