"Adres";"Adres za NATem";"Adres NAT";"Opis1";"Opis2";"Opis3";"Opis4";"Opis5"
"172.18.204.56/30";"Nie";"";"";"";"";"";""
"172.18.204.60/30";"Nie";"";"";"";"";"";""
"172.18.204.64/30";"Nie";"";"";"";"";"";""
"172.18.204.68/30";"Nie";"";"";"";"";"";""
"172.18.204.72/30";"Nie";"";"";"";"";"";""
"172.18.197.0/30";"Nie";"";"interconnt";"zone FWI_INTERNET";"vlan 423";"";""
"172.18.197.4/30";"Nie";"";"interconnt";"zone FWI_INTERNET";"vlan 424";"";""
"172.18.199.0/24";"Nie";"";"VRF Blackberry BBSWITCH";"";"";"";""
"126.198.128.3/32";"Tak";"10.11.145.22/32";"ourway_NAT";"";"";"";""
"172.16.41.0/28";"Nie";"";"Gi1 - ggsn-poz01-isn";"vrf do Warszawy";"";"";""
"172.16.41.16/28";"Nie";"";"Gi2 - ggsn-poz01-isn";"vrf do Warszawy";"";"";""
"172.18.204.76/30";"Nie";"";"";"";"";"";""
"172.18.204.80/30";"Nie";"";"";"";"";"";""
"172.18.204.84/30";"Nie";"";"";"";"";"";""
"172.18.204.88/30";"Nie";"";"";"";"";"";""
"172.18.204.92/30";"Nie";"";"";"";"";"";""
"172.18.204.96/30";"Nie";"";"";"";"";"";""
"172.18.204.100/30";"Nie";"";"";"";"";"";""
"172.18.204.104/30";"Nie";"";"";"";"";"";""
"172.18.204.108/30";"Nie";"";"";"";"";"";""
"172.18.204.112/30";"Nie";"";"";"";"";"";""
"172.18.204.116/30";"Nie";"";"";"";"";"";""
"172.18.204.120/30";"Nie";"";"";"";"";"";""
"172.18.204.124/30";"Nie";"";"";"";"";"";""
"172.18.204.128/30";"Nie";"";"";"";"";"";""
"172.18.204.132/30";"Nie";"";"";"";"";"";""
"172.18.204.136/30";"Nie";"";"";"";"";"";""
"172.18.204.140/30";"Nie";"";"";"";"";"";""
"172.18.204.144/30";"Nie";"";"";"";"";"";""
"172.18.204.148/30";"Nie";"";"";"";"";"";""
"172.18.204.152/30";"Nie";"";"";"";"";"";""
"172.18.204.156/30";"Nie";"";"";"";"";"";""
"172.18.204.160/30";"Nie";"";"";"";"";"";""
"172.18.204.164/30";"Nie";"";"";"";"";"";""
"172.18.204.168/30";"Nie";"";"";"";"";"";""
"172.18.204.172/30";"Nie";"";"";"";"";"";""
"172.18.204.176/30";"Nie";"";"";"";"";"";""
"172.18.204.180/30";"Nie";"";"";"";"";"";""
"172.18.204.184/30";"Nie";"";"";"";"";"";""
"172.18.204.188/30";"Nie";"";"";"";"";"";""
"172.18.204.192/30";"Nie";"";"";"";"";"";""
"172.18.204.196/30";"Nie";"";"";"";"";"";""
"172.18.204.200/30";"Nie";"";"";"";"";"";""
"172.18.204.204/30";"Nie";"";"";"";"";"";""
"172.18.204.208/30";"Nie";"";"";"";"";"";""
"172.18.204.212/30";"Nie";"";"";"";"";"";""
"172.18.204.216/30";"Nie";"";"";"";"";"";""
"172.18.204.220/30";"Nie";"";"";"";"";"";""
"172.18.204.224/30";"Nie";"";"";"";"";"";""
"172.18.204.228/30";"Nie";"";"";"";"";"";""
"172.18.204.232/30";"Nie";"";"";"";"";"";""
"172.18.204.236/30";"Nie";"";"";"";"";"";""
"172.18.204.240/30";"Nie";"";"";"";"";"";""
"172.18.204.244/30";"Nie";"";"";"";"";"";""
"172.18.204.248/30";"Nie";"";"";"";"";"";""
"172.18.204.252/30";"Nie";"";"";"";"";"";""
"172.18.200.0/24";"Nie";"";"VRF MDSP BBSWITCH";"";"";"";""
"172.18.201.0/24";"Nie";"";"VRF MMSC BBSWITCH";"";"";"";""
"172.18.203.0/24";"Nie";"";"Styki PS z TELLABS - Rainbow";"Gb over IP,";"IuPS over IP - CP + UP";"";""
"172.16.25.128/29";"Nie";"";"Gi_Internet1 interconnect1 Kasprzaka<>Nowogrodzka11";"";"";"";""
"172.18.202.0/24";"Nie";"";"VRF Gi_korpo BBSWITCH";"";"";"";""
"172.16.42.0/24";"Nie";"";"Gn - Katowice ";"ggsn-kat01-ng";"";"";""
"126.198.128.8/32";"Tak";"10.192.32.8/32";"tis-jv-globus";"";"";"";""
"172.16.25.137/32";"Nie";"";"BBSWITCH-WAR03 looback22";"";"";"";""
"172.16.94.0/24";"Nie";"";"MIG GDA VIP";"";"";"";""
"172.16.43.0/24";"Nie";"";"Gi - Katowice";"ggsb-kat01-ng";"";"";""
"172.16.26.128/29";"Nie";"";"Gi_Internet2 interconnect1 Kasprzaka<>Nowogrodzka11";"";"";"";""
"172.16.92.0/24";"Nie";"";"MIG KAT VIP";"";"";"";""
"172.16.44.0/24";"Nie";"";"Gn - Gdansk";"ggsn-gda01-ng";"";"";""
"126.198.128.48/28";"Nie";"";"NAT dla sieci JV dla OCEANA";"";"";"";""
"172.16.26.134/32";"Nie";"";"BBSWITCH-WAR02";"";"";"";""
"10.11.145.0/28";"Nie";"";"TIS_DMZ_PUBLIC_PROD_INTERCONNECT";"";"";"";""
"172.16.89.0/24";"Nie";"";"MIG KAT Prod";"";"";"";""
"172.16.45.0/24";"Nie";"";"Gi - Gdansk";"ggsn-gda01-ng";"";"";""
"172.16.85.0/28";"Nie";"";"MIG-BBSWITCH Kazimierzowska";"";"";"";""
"10.11.195.8/29";"Nie";"";"";"";"";"";""
"10.11.195.16/29";"Nie";"";"";"";"";"";""
"10.11.195.24/29";"Nie";"";"";"";"";"";""
"10.11.195.32/29";"Nie";"";"";"";"";"";""
"10.11.195.40/29";"Nie";"";"";"";"";"";""
"10.11.195.48/29";"Nie";"";"";"";"";"";""
"10.11.195.56/29";"Nie";"";"";"";"";"";""
"10.11.195.64/29";"Nie";"";"";"";"";"";""
"10.11.195.72/29";"Nie";"";"";"";"";"";""
"172.16.90.0/24";"Nie";"";"MIG POZ Prod";"";"";"";""
"172.16.42.0/28";"Nie";"";"";"";"";"";""
"172.16.42.16/28";"Nie";"";"";"";"";"";""
"172.16.42.32/28";"Nie";"";"";"";"";"";""
"172.16.42.48/28";"Nie";"";"";"";"";"";""
"172.16.42.64/28";"Nie";"";"";"";"";"";""
"172.16.42.80/28";"Nie";"";"";"";"";"";""
"172.16.42.96/28";"Nie";"";"";"";"";"";""
"172.16.42.112/28";"Nie";"";"";"";"";"";""
"172.16.42.128/28";"Nie";"";"";"";"";"";""
"172.16.42.144/28";"Nie";"";"";"";"";"";""
"172.16.42.160/28";"Nie";"";"";"";"";"";""
"172.16.42.176/28";"Nie";"";"";"";"";"";""
"172.16.42.192/28";"Nie";"";"";"";"";"";""
"172.16.42.208/28";"Nie";"";"";"";"";"";""
"172.16.42.224/28";"Nie";"";"";"";"";"";""
"172.16.42.240/28";"Nie";"";"";"";"";"";""
"172.16.86.0/28";"Nie";"";"MIG-BBSWITCH Kaliska";"";"";"";""
"172.16.25.138/32";"Nie";"";"BBSWITCH-WAR01 loopback22";"";"";"";""
"172.18.18.192/28";"Nie";"";"";"";"";"";""
"10.11.195.80/29";"Nie";"";"";"";"";"";""
"10.11.195.88/29";"Nie";"";"";"";"";"";""
"10.11.195.96/29";"Nie";"";"";"";"";"";""
"10.11.195.104/29";"Nie";"";"";"";"";"";""
"10.11.195.112/29";"Nie";"";"";"";"";"";""
"10.11.195.120/29";"Nie";"";"";"";"";"";""
"10.11.195.128/29";"Nie";"";"";"";"";"";""
"10.11.195.136/29";"Nie";"";"";"";"";"";""
"10.11.195.144/29";"Nie";"";"";"";"";"";""
"10.11.195.152/29";"Nie";"";"";"";"";"";""
"10.11.195.160/29";"Nie";"";"";"";"";"";""
"10.11.195.168/29";"Nie";"";"";"";"";"";""
"10.11.195.176/29";"Nie";"";"";"";"";"";""
"10.11.195.184/29";"Nie";"";"";"";"";"";""
"10.11.195.192/29";"Nie";"";"";"";"";"";""
"10.11.195.200/29";"Nie";"";"";"";"";"";""
"10.11.195.208/29";"Nie";"";"";"";"";"";""
"10.11.195.216/29";"Nie";"";"";"";"";"";""
"10.11.195.224/29";"Nie";"";"";"";"";"";""
"10.11.195.232/29";"Nie";"";"";"";"";"";""
"10.11.195.240/29";"Nie";"";"";"";"";"";""
"10.11.195.248/29";"Nie";"";"NVS testbed";"";"";"";""
"10.11.147.0/30";"Nie";"";"LBS Geo połaczenie po ATM Warszawa(Kasprzaka)-Katowice";"";"";"";""
"126.198.128.35/32";"Tak";"10.11.139.246/32";"ourway_mgmt_NAT ";"";"";"";""
"172.18.15.0/24";"Nie";"";"DCB radius TB";"";"";"";""
"172.18.18.208/28";"Nie";"";"";"";"";"";""
"172.18.18.224/28";"Nie";"";"";"";"";"";""
"172.18.18.16/28";"Nie";"";"";"";"";"";""
"172.18.18.32/28";"Nie";"";"";"";"";"";""
"172.18.18.80/28";"Nie";"";"";"";"";"";""
"172.18.18.112/28";"Nie";"";"";"";"";"";""
"172.18.18.128/28";"Nie";"";"";"";"";"";""
"172.18.18.144/28";"Nie";"";"";"";"";"";""
"172.18.18.160/28";"Nie";"";"";"";"";"";""
"172.18.18.176/28";"Nie";"";"";"";"";"";""
"172.18.18.240/28";"Nie";"";"";"";"";"";""
"10.11.147.16/30";"Nie";"";"LBS Geo połaczenie po ATM Warszawa(Kasprzaka)-Katowice";"";"";"";""
"172.18.18.0/28";"Nie";"";"gi_dcb_kaz bbsw";"";"";"";""
"172.18.18.48/28";"Nie";"";"polaczenia /30 do BP KAZ";"";"";"";""
"172.18.18.64/28";"Nie";"";"gi_dcb_kal bbsw";"";"";"";""
"172.18.18.96/28";"Nie";"";"polaczenia /30 do BP KAL";"";"";"";""
"10.30.0.0/16";"Nie";"";"Networks : BSC/RNC to Core";"";"";"";""
"10.45.0.0/16";"Nie";"";"Networks! :  NDB/BTS and BSC/RNC to Access";"";"";"";""
"126.198.132.160/27";"Nie";"";"IN serwery proxy prod interconnect";"";"";"";""
"172.16.135.0/24";"Nie";"";"IPWAN MX TELLABS IU-OVER-IP CONTROL PLANE";"";"";"";""
"126.198.133.192/28";"Nie";"";"";"";"";"";""
"126.198.133.208/28";"Nie";"";"";"";"";"";""
"126.198.133.224/28";"Nie";"";"";"";"";"";""
"126.198.133.240/28";"Nie";"";"";"";"";"";""
"126.198.133.128/28";"Nie";"";"QVoice Internet";"";"";"";""
"172.16.91.0/24";"Nie";"";"MIG GDA Prod";"";"";"";""
"172.16.43.0/28";"Nie";"";"";"";"";"";""
"172.16.43.16/28";"Nie";"";"";"";"";"";""
"172.16.43.32/28";"Nie";"";"";"";"";"";""
"172.16.43.48/28";"Nie";"";"";"";"";"";""
"172.16.43.64/28";"Nie";"";"";"";"";"";""
"172.16.43.80/28";"Nie";"";"";"";"";"";""
"172.16.43.96/28";"Nie";"";"";"";"";"";""
"172.16.43.112/28";"Nie";"";"";"";"";"";""
"172.16.43.128/28";"Nie";"";"";"";"";"";""
"172.16.43.144/28";"Nie";"";"";"";"";"";""
"172.16.43.160/28";"Nie";"";"";"";"";"";""
"172.16.43.176/28";"Nie";"";"";"";"";"";""
"172.16.43.192/28";"Nie";"";"";"";"";"";""
"172.16.43.208/28";"Nie";"";"";"";"";"";""
"172.16.43.224/28";"Nie";"";"";"";"";"";""
"172.16.43.240/28";"Nie";"";"Loopback";"";"";"";""
"10.11.185.0/25";"Nie";"";"Prepaid ZTE Kazim.LAN";"";"";"";""
"126.198.133.0/28";"Nie";"";"NATLOG warn47";"";"";"";""
"172.16.26.137/32";"Nie";"";"BBSWITCH-WAR04 loopback22";"";"";"";""
"126.198.133.64/28";"Nie";"";"NATLOG gdagru";"";"";"";""
"172.18.204.0/26";"Nie";"";"Siec IU over IP GPRS";"";"";"";""
"10.11.195.0/29";"Nie";"";"NVS-SDA DMZ ";"FWVAS-WARKA";"";"";""
"10.11.195.0/32";"Nie";"";"";"";"";"";""
"10.11.195.2/32";"Nie";"";"";"";"";"";""
"10.11.195.3/32";"Nie";"";"";"";"";"";""
"10.11.195.7/32";"Nie";"";"";"";"";"";""
"10.11.195.6/32";"Nie";"";"NVS-SDA DMZ";"FWVAS-WARKA VRRP";"";"";""
"10.11.195.4/32";"Nie";"";"NVS-SDA DMZ";"FWVAS-WARKA01";"";"";""
"10.11.195.5/32";"Nie";"";"NVS-SDA DMZ";"FWVAS-WARKA02";"";"";""
"10.11.195.1/32";"Nie";"";"NVS-SDA DMZ";"WARPRO-R4-TB";"GE2/23.360";"";""
"10.11.147.4/30";"Nie";"";"LBS Geo połaczenie po ATM Warszawa(Kasprzaka)-Katowice";"";"";"";""
"126.198.128.36/32";"Tak";"10.11.139.247/32";"archeo_mgmt_NAT ";"";"";"";""
"172.18.15.0/28";"Nie";"";"";"";"";"";""
"172.18.15.16/28";"Nie";"";"";"";"";"";""
"172.18.15.32/28";"Nie";"";"";"";"";"";""
"172.18.15.48/28";"Nie";"";"";"";"";"";""
"172.18.15.64/28";"Nie";"";"";"";"";"";""
"172.18.15.80/28";"Nie";"";"";"";"";"";""
"172.18.15.96/28";"Nie";"";"";"";"";"";""
"172.18.15.112/28";"Nie";"";"";"";"";"";""
"172.18.15.128/28";"Nie";"";"";"";"";"";""
"172.18.15.144/28";"Nie";"";"";"";"";"";""
"172.18.15.160/28";"Nie";"";"";"";"";"";""
"172.18.15.176/28";"Nie";"";"";"";"";"";""
"172.18.15.192/28";"Nie";"";"";"";"";"";""
"172.18.15.208/28";"Nie";"";"";"";"";"";""
"172.18.15.224/28";"Nie";"";"";"";"";"";""
"172.18.15.240/28";"Nie";"";"";"";"";"";""
"172.16.18.0/27";"Nie";"";"FNG Warszawa";"Gn1";"";"";""
"126.198.130.0/24";"Nie";"";"";"";"";"";""
"10.11.144.0/24";"Nie";"";"NLP Katowice";"";"";"";""
"10.11.147.32/28";"Nie";"";"LBS Geo loadbalancer F5";"";"";"";""
"10.24.0.0/16";"Nie";"";"Networks : NDB/BTS and BSC/RNC to Access";"";"";"";""
"10.31.0.0/16";"Nie";"";"Networks : BSC/RNC to Core";"";"";"";""
"10.46.0.0/16";"Nie";"";"Networks! :  NDB/BTS and BSC/RNC to Access";"";"";"";""
"126.198.132.192/27";"Nie";"";"IN serwery service prod interconnect";"";"";"";""
"172.16.136.0/24";"Nie";"";"IPWAN BBSWITCH IU-OVER-IP USER PLANE / DIRECT TUNNEL";"";"";"";""
"172.18.207.64/28";"Nie";"";"DNS1-FWI zone";"SRX - BBSW";"";"";""
"172.18.206.192/27";"Nie";"";"Iu over IP";"SGSN-GDA02";"";"";""
"172.16.51.0/24";"Nie";"";"Gi";"ggsn-poz02-ng";"Poznań";"";""
"172.18.209.0/24";"Nie";"";"Instancja BLACKBERRY";"na GGSN 4,5,6,7";"";"";""
"126.198.132.224/28";"Nie";"";"SG_web_interconnect";"";"";"";""
"126.198.133.176/28";"Nie";"";"natlog-lod02";"";"";"";""
"172.16.93.0/24";"Nie";"";"MIG POZ VIP";"";"";"";""
"172.16.44.0/28";"Nie";"";"";"";"";"";""
"172.16.44.16/28";"Nie";"";"";"";"";"";""
"172.16.44.32/28";"Nie";"";"";"";"";"";""
"172.16.44.48/28";"Nie";"";"";"";"";"";""
"172.16.44.64/28";"Nie";"";"";"";"";"";""
"172.16.44.80/28";"Nie";"";"";"";"";"";""
"172.16.44.96/28";"Nie";"";"";"";"";"";""
"172.16.44.112/28";"Nie";"";"";"";"";"";""
"172.16.44.128/28";"Nie";"";"";"";"";"";""
"172.16.44.144/28";"Nie";"";"";"";"";"";""
"172.16.44.160/28";"Nie";"";"";"";"";"";""
"172.16.44.176/28";"Nie";"";"";"";"";"";""
"172.16.44.192/28";"Nie";"";"";"";"";"";""
"172.16.44.208/28";"Nie";"";"";"";"";"";""
"172.16.44.224/28";"Nie";"";"";"";"";"";""
"172.16.44.240/28";"Nie";"";"";"";"";"";""
"10.11.185.128/25";"Nie";"";"Prepaid ZTE KEN LAN";"";"";"";""
"172.16.26.138/32";"Nie";"";"BBSWITCH-WAR02 loopback22";"";"";"";""
"172.16.50.160/27";"Nie";"";"";"";"";"";""
"172.18.191.0/24";"Nie";"";"srx interconnect";"";"";"";""
"172.16.50.192/27";"Nie";"";"";"";"";"";""
"172.16.19.5/32";"Nie";"";"F5-GPRS-WAR01";"";"";"";""
"10.11.195.248/32";"Nie";"";"";"";"";"";""
"10.11.195.249/32";"Nie";"";"";"";"";"";""
"10.11.195.250/32";"Nie";"";"";"";"";"";""
"10.11.195.251/32";"Nie";"";"";"";"";"";""
"10.11.195.252/32";"Nie";"";"";"";"";"";""
"10.11.195.253/32";"Nie";"";"";"";"";"";""
"10.11.195.254/32";"Nie";"";"";"";"";"";""
"10.11.195.255/32";"Nie";"";"";"";"";"";""
"10.11.147.8/30";"Nie";"";"LBS Geo połaczenie po ATM Warszawa(Kasprzaka)-Katowice";"";"";"";""
"172.16.18.128/27";"Nie";"";"SRX FWE Ga";"";"";"";""
"172.16.18.32/27";"Nie";"";"FNG Warszawa";"Gn2";"";"";""
"126.198.130.0/27";"Nie";"";"SDG LB";"";"";"";"do komunikacji z GIN"
"172.18.207.0/24";"Nie";"";"";"";"";"";""
"10.25.0.0/16";"Nie";"";"Networks : NDB/BTS and BSC/RNC to Access";"";"";"";""
"10.40.0.0/16";"Nie";"";"Networks! :  NDB/BTS and BSC/RNC to Access";"";"";"";""
"10.47.0.0/16";"Nie";"";"Networks! :  NDB/BTS and BSC/RNC to Access";"";"";"";""
"172.16.130.0/24";"Nie";"";"IPWAN BBSWITCH GB-over-IP";"";"";"";""
"172.16.137.0/24";"Nie";"";"IPWAN MX TELLABS  IU-OVER-IP USER PLANE / DIRECT TUNNEL";"";"";"";""
"172.16.50.224/27";"Nie";"";"";"";"";"";""
"172.18.208.0/24";"Nie";"";"FWI zone ";"";"";"";""
"172.18.206.224/27";"Nie";"";"Iu over IP";"SGSN-GDA02";"";"";""
"172.20.10.120/32";"Nie";"";"SIGTRAN";"Femto";"";"";""
"172.16.50.0/27";"Nie";"";"";"";"";"";""
"172.16.50.32/27";"Nie";"";"";"";"";"";""
"172.16.50.64/27";"Nie";"";"";"";"";"";""
"172.16.50.96/27";"Nie";"";"";"";"";"";""
"172.16.50.128/27";"Nie";"";"";"";"";"";""
"126.198.132.240/28";"Nie";"";"SG_web_FWI";"";"";"";""
"172.16.45.0/28";"Nie";"";"";"";"";"";""
"172.16.45.16/28";"Nie";"";"";"";"";"";""
"172.16.45.32/28";"Nie";"";"";"";"";"";""
"172.16.45.48/28";"Nie";"";"";"";"";"";""
"172.16.45.64/28";"Nie";"";"";"";"";"";""
"126.198.130.240/28";"Nie";"";"";"";"";"";""
"10.11.145.0/24";"Nie";"";"Wolne, dawniej TIS_DMZ_PUBLIC";"";"";"";""
"172.16.45.80/28";"Nie";"";"";"";"";"";""
"172.16.45.96/28";"Nie";"";"";"";"";"";""
"172.16.45.112/28";"Nie";"";"";"";"";"";""
"172.16.45.128/28";"Nie";"";"";"";"";"";""
"172.16.45.144/28";"Nie";"";"";"";"";"";""
"172.16.45.160/28";"Nie";"";"";"";"";"";""
"172.16.45.176/28";"Nie";"";"";"";"";"";""
"172.16.45.192/28";"Nie";"";"";"";"";"";""
"172.16.45.208/28";"Nie";"";"";"";"";"";""
"172.16.45.240/28";"Nie";"";"loopback";"";"";"";""
"10.11.186.0/27";"Nie";"";"Prepaid ZTE testbed KEN";"";"";"";""
"172.20.10.0/25";"Nie";"";"Sigtran-1 dla IN Testbed na lokalizacji KEN";"";"";"";""
"172.18.191.16/28";"Nie";"";"";"";"";"";""
"172.18.191.32/28";"Nie";"";"";"";"";"";""
"172.18.191.80/28";"Nie";"";"";"";"";"";""
"172.18.191.96/28";"Nie";"";"";"";"";"";""
"172.18.191.144/28";"Nie";"";"";"";"";"";""
"172.18.191.160/28";"Nie";"";"";"";"";"";""
"172.18.191.192/28";"Nie";"";"";"";"";"";""
"172.18.191.208/28";"Nie";"";"";"";"";"";""
"172.18.191.224/28";"Nie";"";"";"";"";"";""
"172.18.191.240/28";"Nie";"";"";"";"";"";""
"172.18.191.0/28";"Nie";"";" katowice interconn bbsw-srx";"";"";"";""
"172.18.191.64/28";"Nie";"";"poznan interconn bbsw-srx";"";"";"";""
"172.18.191.128/28";"Nie";"";"gdansk interconn bbsw-srx";"";"";"";""
"172.18.191.48/28";"Nie";"";"kat loopback";"";"";"";""
"172.18.191.112/28";"Nie";"";"poz loopback";"";"";"";""
"172.18.191.176/28";"Nie";"";"gda loopback";"";"";"";""
"172.16.48.0/24";"Nie";"";"ggsn-kat01";"Ga";"Katowice";"";""
"172.16.19.37/32";"Nie";"";"F5-GPRS-WAR01";"";"";"";""
"172.18.206.32/28";"Nie";"";"DPI-TEST-KAZ";"";"";"";""
"10.11.147.12/30";"Nie";"";"LBS Geo połaczenie po ATM Warszawa(Kasprzaka)-Katowice";"";"";"";""
"172.16.85.16/28";"Nie";"";"F5-MIG-CBSG testy ";"";"";"";""
"172.16.18.64/27";"Nie";"";"FNG Warszawa";"Gn3";"";"";""
"172.16.16.64/28";"Nie";"";"GPRS Ga2 FNG  Kasprzaka VLAN 312";"";"";"";""
"172.18.207.48/28";"Nie";"";"";"";"";"";""
"172.18.207.96/28";"Nie";"";"";"";"";"";""
"172.18.207.160/28";"Nie";"";"";"";"";"";""
"172.18.207.0/28";"Nie";"";"FWI GiCORPO";"SRX - BBSW";"";"";""
"172.18.207.32/28";"Nie";"";"FWBG GiCORPO";"SRX - BBSW";"";"";""
"172.18.207.16/28";"Nie";"";"";"";"";"";""
"172.18.207.80/28";"Nie";"";"DNS1-FWI zone";"BBSW core";"";"";""
"172.18.207.112/28";"Nie";"";"loopback vrf dns-1";"";"";"";""
"172.18.207.144/28";"Nie";"";"DNS2-FWI zone";"BBSW core";"";"";""
"172.18.207.176/28";"Nie";"";"loopback vrf dns-2";"";"";"";""
"172.18.207.192/28";"Nie";"";"gicorpo";"bbsw flexi NG lan1";"";"";""
"172.18.207.208/28";"Nie";"";"gicorpo";"bbsw flexi NG lan2";"";"";""
"10.26.0.0/16";"Nie";"";"Networks : NDB/BTS and BSC/RNC to Access";"";"";"";""
"10.41.0.0/16";"Nie";"";"Networks! :  NDB/BTS and BSC/RNC to Access";"";"";"";""
"126.198.131.0/24";"Nie";"";"IN serwery service prod ";"";"";"";""
"172.16.131.0/24";"Nie";"";"IPWAN MX TELLABS GB-over-IP";"";"";"";""
"172.16.138.0/24";"Nie";"";"IPWAN MX TELLABS IU-OVER-IP USER PLANE / DIRECT TUNNEL";"";"";"";""
"172.18.208.32/28";"Nie";"";"";"";"";"";""
"172.18.208.96/28";"Nie";"";"";"";"";"";""
"172.18.208.128/28";"Nie";"";"";"";"";"";""
"172.18.208.16/28";"Nie";"";"vrf fms-1 BBSW core";"";"";"";""
"172.18.208.64/28";"Nie";"";"zone VIDEOFMS2-FWI";"";"";"";""
"172.18.208.80/28";"Nie";"";"vrf fms-2 BBSW core";"";"";"";""
"172.18.208.112/28";"Nie";"";"loopback vrf fms-2";"";"";"";""
"172.18.207.128/28";"Nie";"";"DNS2-FWI zone";"SRX - BBSW";"";"";""
"172.18.207.224/28";"Nie";"";"gicorpo bbsw flexi NG lan3 ";"";"";"";""
"172.18.207.240/28";"Nie";"";"gicorpo bbsw flexi NG lan4 ";"";"";"";""
"10.11.145.16/28";"Nie";"";"TIS_DMZ_PUBLIC_PROD";"";"";"";""
"172.20.138.120/32";"Nie";"";"SIGTRAN2";"Femto";"";"";""
"172.16.51.0/27";"Nie";"";"";"";"";"";""
"126.198.128.8/29";"Nie";"";"TIS-JV-PRODUKCJA-NAT ";"";"";"";""
"172.16.200.0/27";"Nie";"";"radius corpo";"sw. barbary 10";"8950AAA";"";""
"172.20.138.0/25";"Nie";"";"Sigtran-2 dla IN Testbed na lokalizacji KEN";"";"";"";""
"126.198.129.0/29";"Nie";"";"SBC DMZ (FWE)";"";"";"";""
"172.18.206.0/28";"Nie";"";"dpi - test";"";"";"";""
"172.16.21.5/32";"Nie";"";"F5-GPRS-WAR02";"";"";"";""
"172.18.206.48/28";"Nie";"";"DPI-TEST-KAZ";"";"";"";""
"126.198.128.32/29";"Tak";"10.11.139.0/28";"TIS-PUBLIC-MGMT";"";"";"";""
"172.16.18.96/27";"Nie";"";"FNG Warszawa";"Gn4";"";"";""
"172.18.19.0/24";"Nie";"";"vrf Gi-SRX";"";"";"";""
"10.27.0.0/16";"Nie";"";"Networks : NDB/BTS and BSC/RNC to Access";"";"";"";""
"10.42.0.0/16";"Nie";"";"Networks! :  NDB/BTS and BSC/RNC to Access";"";"";"";""
"126.198.132.0/26";"Nie";"";"IN serwery Internetowe prod";"";"";"";""
"172.16.132.0/24";"Nie";"";"IPWAN MX TELLABS GB-over-IP";"";"";"";""
"172.18.190.0/28";"Nie";"";"";"";"";"";""
"172.18.190.16/28";"Nie";"";"";"";"";"";""
"172.18.190.32/28";"Nie";"";"";"";"";"";""
"172.18.190.48/28";"Nie";"";"";"";"";"";""
"172.18.190.64/28";"Nie";"";"";"";"";"";""
"172.18.190.80/28";"Nie";"";"";"";"";"";""
"172.18.190.96/28";"Nie";"";"";"";"";"";""
"172.18.190.112/28";"Nie";"";"";"";"";"";""
"172.18.190.128/28";"Nie";"";"";"";"";"";""
"172.18.190.144/28";"Nie";"";"";"";"";"";""
"172.18.190.160/28";"Nie";"";"";"";"";"";""
"172.18.190.176/28";"Nie";"";"";"";"";"";""
"172.18.190.192/28";"Nie";"";"";"";"";"";""
"172.18.190.208/28";"Nie";"";"";"";"";"";""
"172.18.190.224/28";"Nie";"";"";"";"";"";""
"172.18.190.240/28";"Nie";"";"";"";"";"";""
"172.18.208.144/28";"Nie";"";"";"";"";"";""
"172.18.208.160/28";"Nie";"";"";"";"";"";""
"172.18.208.176/28";"Nie";"";"";"";"";"";""
"172.18.208.192/28";"Nie";"";"";"";"";"";""
"172.18.208.208/28";"Nie";"";"";"";"";"";""
"172.18.208.224/28";"Nie";"";"";"";"";"";""
"172.18.208.240/28";"Nie";"";"";"";"";"";""
"172.18.243.0/24";"Nie";"";"IPSEC Aware";"Client testowy";"";"";""
"172.16.51.32/27";"Nie";"";"";"";"";"";""
"172.16.51.64/27";"Nie";"";"";"";"";"";""
"172.16.51.96/27";"Nie";"";"";"";"";"";""
"172.16.51.128/27";"Nie";"";"";"";"";"";""
"172.16.51.160/27";"Nie";"";"";"";"";"";""
"172.16.51.192/27";"Nie";"";"";"";"";"";""
"172.16.51.224/27";"Nie";"";"";"";"";"";""
"126.198.128.0/17";"Nie";"";"DMZty produkcyjne + translacje adresów produkcyjnych";"";"";"";""
"126.198.128.9/32";"Tak";"10.192.32.10/32";"tis-gisdb-wh";"";"";"";""
"10.11.186.32/27";"Nie";"";"Prepaid ZTE WAN";"";"";"";""
"172.18.189.0/24";"Nie";"";"interconnet";"to SRX";"";"";""
"172.18.206.16/28";"Nie";"";"dpi";"";"";"";""
"172.16.21.37/32";"Nie";"";"F5-GPRS-WAR02";"";"";"";""
"172.18.196.192/32";"Nie";"";"";"";"";"";""
"172.18.196.193/32";"Nie";"";"";"";"";"";""
"172.18.196.194/32";"Nie";"";"";"";"";"";""
"172.18.196.195/32";"Nie";"";"";"";"";"";""
"172.18.196.196/32";"Nie";"";"";"";"";"";""
"172.18.196.197/32";"Nie";"";"";"";"";"";""
"172.18.196.198/32";"Nie";"";"";"";"";"";""
"172.18.196.199/32";"Nie";"";"";"";"";"";""
"172.18.196.200/32";"Nie";"";"";"";"";"";""
"172.18.196.201/32";"Nie";"";"";"";"";"";""
"172.18.196.202/32";"Nie";"";"";"";"";"";""
"172.18.196.203/32";"Nie";"";"";"";"";"";""
"172.18.196.204/32";"Nie";"";"";"";"";"";""
"172.18.196.205/32";"Nie";"";"";"";"";"";""
"172.18.196.206/32";"Nie";"";"";"";"";"";""
"172.18.196.207/32";"Nie";"";"";"";"";"";""
